recipe_id,name,cuisine,cooking_time,difficulty
620,Fish Tacos 620,Chinese,72,Medium
621,Cheese Pizza 621,Indian,120,Easy
622,Vegetable Soup 622,British,58,Easy
623,Tomato Pasta 623,Japanese,80,Easy
624,Egg Fried Rice 624,British,42,Easy
625,Tomato Pasta 625,Indian,99,Easy
626,Pasta Alfredo 626,French,48,Easy
627,Tomato Pasta 627,Italian,12,Hard
628,Vegetable Curry 628,Mexican,111,Easy
629,Vegetable Curry 629,Mexican,14,Medium
630,Chicken Curry 630,British,102,Easy
631,Cheese Pizza 631,Indian,48,Medium
632,Grilled Salmon 632,British,89,Easy
633,Cheese Pizza 633,Mexican,59,Medium
634,Fish Tacos 634,Indian,98,Medium
635,Lamb Stew 635,Mexican,44,Medium
636,Pasta Alfredo 636,Greek,51,Easy
637,Tomato Pasta 637,Chinese,58,Medium
638,Fish Tacos 638,Italian,67,Easy
639,Beef Stir Fry 639,Italian,97,Medium
640,Beef Burger 640,British,24,Medium
641,Chicken Alfredo 641,Indian,119,Hard
642,Lamb Stew 642,French,87,Hard
643,Cheese Pizza 643,Greek,73,Medium
644,Lamb Stew 644,American,74,Easy
645,BBQ Chicken 645,Mexican,52,Hard
646,Fish Tacos 646,Mexican,112,Easy
647,BBQ Chicken 647,Italian,87,Medium
648,Grilled Salmon 648,Italian,31,Medium
649,Chicken Alfredo 649,Chinese,55,Medium
650,Lamb Stew 650,Japanese,39,Medium
651,Grilled Salmon 651,Indian,103,Easy
652,Fish Tacos 652,Indian,48,Hard
653,Grilled Salmon 653,Thai,43,Medium
654,Pasta Alfredo 654,Chinese,86,Medium
655,Pasta Alfredo 655,Japanese,17,Medium
656,Chicken Alfredo 656,British,111,Medium
657,Vegetable Soup 657,Chinese,36,Medium
658,Beef Burger 658,French,86,Medium
659,Chicken Curry 659,British,30,Medium
660,Lamb Stew 660,Mexican,108,Hard
661,Grilled Salmon 661,British,94,Medium
662,Pasta Alfredo 662,Greek,85,Easy
663,Cheese Pizza 663,Indian,55,Easy
664,Grilled Salmon 664,Japanese,42,Hard
665,Fried Rice 665,Greek,117,Medium
666,Tomato Pasta 666,Indian,87,Hard
667,Chicken Curry 667,Mexican,14,Easy
668,Vegetable Soup 668,Japanese,108,Medium
669,Beef Burger 669,American,40,Hard
670,BBQ Chicken 670,Indian,70,Easy
671,Mushroom Risotto 671,French,64,Easy
672,Chicken Alfredo 672,American,16,Easy
673,Egg Fried Rice 673,Greek,38,Medium
674,Beef Stir Fry 674,Indian,19,Medium
675,Fish Tacos 675,Chinese,30,Hard
676,Chicken Alfredo 676,French,41,Easy
677,BBQ Chicken 677,Italian,11,Hard
678,Fish Tacos 678,Thai,95,Hard
679,Vegetable Curry 679,Mexican,72,Easy
680,Pasta Alfredo 680,American,40,Hard
681,Garlic Noodles 681,British,71,Medium
682,Grilled Salmon 682,Italian,61,Easy
683,Garlic Noodles 683,American,76,Easy
684,Mushroom Risotto 684,Greek,56,Easy
685,BBQ Chicken 685,British,79,Easy
686,Pasta Alfredo 686,Mexican,69,Easy
687,Fish Tacos 687,Thai,29,Medium
688,Vegetable Soup 688,Japanese,30,Medium
689,Grilled Salmon 689,Mexican,111,Hard
690,Beef Burger 690,French,62,Easy
691,BBQ Chicken 691,American,94,Medium
692,Vegetable Curry 692,Greek,13,Medium
693,Fried Rice 693,British,27,Medium
694,Garlic Noodles 694,Greek,36,Hard
695,Chicken Alfredo 695,Indian,32,Medium
696,Fried Rice 696,British,82,Medium
697,Chicken Alfredo 697,British,69,Medium
698,Vegetable Soup 698,British,17,Easy
699,Grilled Salmon 699,French,11,Hard
700,Beef Burger 700,Japanese,15,Hard
701,Chicken Alfredo 701,Greek,56,Hard
702,Chicken Curry 702,American,11,Easy
703,Mushroom Risotto 703,Thai,49,Easy
704,Egg Fried Rice 704,Japanese,84,Hard
705,Lamb Stew 705,Mexican,44,Medium
706,Chicken Curry 706,Japanese,105,Medium
707,Egg Fried Rice 707,Chinese,116,Easy
708,Pasta Alfredo 708,Indian,93,Medium
709,Fish Tacos 709,American,90,Hard
710,Chicken Alfredo 710,Chinese,66,Medium
711,Beef Stir Fry 711,Mexican,74,Easy
712,Pasta Alfredo 712,British,106,Medium
713,Vegetable Curry 713,Indian,48,Easy
714,Mushroom Risotto 714,Greek,41,Hard
715,Mushroom Risotto 715,French,18,Easy
716,Chicken Alfredo 716,French,10,Hard
717,Beef Burger 717,Italian,85,Easy
718,Egg Fried Rice 718,Italian,80,Hard
719,Mushroom Risotto 719,Chinese,50,Medium
720,Garlic Noodles 720,Japanese,41,Hard
721,Chicken Alfredo 721,French,57,Hard
722,Tomato Pasta 722,Greek,50,Hard
723,Grilled Salmon 723,Japanese,53,Medium
724,Vegetable Soup 724,Indian,85,Easy
725,Cheese Pizza 725,British,119,Easy
726,Chicken Curry 726,Chinese,78,Medium
727,Cheese Pizza 727,Greek,92,Easy
728,Mushroom Risotto 728,Greek,46,Easy
729,Cheese Pizza 729,British,106,Medium
730,Chicken Alfredo 730,Greek,58,Medium
731,Tomato Pasta 731,French,56,Medium
732,Egg Fried Rice 732,Chinese,85,Easy
733,Cheese Pizza 733,Mexican,115,Medium
734,Fried Rice 734,Japanese,104,Hard
735,Grilled Salmon 735,Chinese,97,Medium
736,Cheese Pizza 736,American,75,Medium
737,Mushroom Risotto 737,American,13,Hard
738,Pasta Alfredo 738,Indian,84,Easy
739,Beef Stir Fry 739,French,62,Hard
740,BBQ Chicken 740,Thai,97,Medium
741,Garlic Noodles 741,Indian,74,Easy
742,Garlic Noodles 742,Greek,44,Easy
743,Chicken Curry 743,Mexican,49,Easy
744,Cheese Pizza 744,Italian,31,Medium
745,BBQ Chicken 745,British,80,Easy
746,BBQ Chicken 746,Chinese,69,Easy
747,Cheese Pizza 747,Thai,88,Hard
748,Grilled Salmon 748,American,63,Easy
749,Grilled Salmon 749,Japanese,90,Hard
750,Egg Fried Rice 750,Indian,54,Easy
751,Mushroom Risotto 751,Thai,90,Easy
752,Vegetable Soup 752,Mexican,33,Hard
753,Chicken Alfredo 753,Mexican,84,Hard
754,Cheese Pizza 754,American,21,Hard
755,Vegetable Soup 755,Italian,60,Hard
756,Chicken Curry 756,French,30,Medium
757,Vegetable Curry 757,American,14,Medium
758,Chicken Curry 758,Japanese,14,Medium
759,Egg Fried Rice 759,French,97,Medium
760,Beef Burger 760,Chinese,92,Easy
761,Fish Tacos 761,Chinese,119,Hard
762,Vegetable Curry 762,Italian,45,Medium
763,Grilled Salmon 763,Thai,120,Medium
764,Cheese Pizza 764,Italian,14,Easy
765,Fried Rice 765,Japanese,72,Hard
766,Beef Burger 766,Thai,43,Medium
767,Grilled Salmon 767,French,65,Easy
768,Cheese Pizza 768,British,39,Hard
769,Tomato Pasta 769,Chinese,27,Medium
770,Egg Fried Rice 770,British,86,Medium
771,BBQ Chicken 771,Thai,103,Medium
772,Chicken Alfredo 772,Greek,76,Medium
773,Vegetable Soup 773,Japanese,51,Easy
774,Beef Stir Fry 774,Mexican,12,Easy
775,Garlic Noodles 775,Italian,104,Hard
776,Pasta Alfredo 776,Japanese,56,Easy
777,Fried Rice 777,Thai,95,Easy
778,Vegetable Soup 778,Thai,119,Hard
779,Egg Fried Rice 779,Chinese,75,Easy
780,Vegetable Curry 780,British,87,Hard
781,Fried Rice 781,Mexican,96,Medium
782,Egg Fried Rice 782,American,74,Easy
783,Mushroom Risotto 783,Indian,28,Medium
784,BBQ Chicken 784,Indian,114,Hard
785,Chicken Curry 785,French,119,Easy
786,Mushroom Risotto 786,Italian,95,Easy
787,Pasta Alfredo 787,Mexican,47,Easy
788,Chicken Alfredo 788,Mexican,107,Hard
789,Pasta Alfredo 789,Thai,40,Hard
790,Grilled Salmon 790,Greek,25,Medium
791,Grilled Salmon 791,Indian,15,Medium
792,Fish Tacos 792,Mexican,111,Easy
793,Mushroom Risotto 793,Japanese,27,Medium
794,Egg Fried Rice 794,American,37,Easy
795,Vegetable Soup 795,British,94,Hard
796,Vegetable Curry 796,Chinese,45,Medium
797,Beef Burger 797,French,72,Hard
798,Egg Fried Rice 798,Japanese,84,Medium
799,Fish Tacos 799,Thai,64,Medium
800,Beef Stir Fry 800,Greek,84,Medium
801,Mushroom Risotto 801,Indian,73,Medium
802,Lamb Stew 802,Japanese,11,Easy
803,Chicken Alfredo 803,British,11,Medium
804,Tomato Pasta 804,French,69,Medium
805,Vegetable Soup 805,Mexican,37,Medium
806,Fried Rice 806,Italian,29,Easy
807,Egg Fried Rice 807,Greek,61,Medium
808,Garlic Noodles 808,Greek,36,Hard
809,Pasta Alfredo 809,Thai,15,Medium
810,BBQ Chicken 810,Thai,31,Easy
811,Fish Tacos 811,French,31,Medium
812,Fish Tacos 812,Indian,25,Medium
813,Cheese Pizza 813,American,79,Easy
814,Beef Stir Fry 814,French,77,Hard
815,Fish Tacos 815,Indian,40,Easy
816,Cheese Pizza 816,Mexican,85,Medium
817,Vegetable Soup 817,Mexican,103,Medium
818,Pasta Alfredo 818,Italian,40,Medium
819,Grilled Salmon 819,Mexican,38,Hard
820,Beef Stir Fry 820,French,13,Hard
821,Chicken Curry 821,American,114,Hard
822,BBQ Chicken 822,Chinese,15,Easy
823,Egg Fried Rice 823,Mexican,46,Medium
824,Chicken Alfredo 824,Greek,56,Hard
825,Chicken Curry 825,Italian,85,Easy
826,Fish Tacos 826,Japanese,24,Hard
827,Chicken Alfredo 827,Indian,79,Medium
828,Mushroom Risotto 828,American,81,Medium
829,Lamb Stew 829,French,73,Medium
830,Fried Rice 830,Thai,21,Medium
831,Vegetable Curry 831,American,55,Easy
832,Pasta Alfredo 832,Mexican,100,Easy
833,Chicken Alfredo 833,Chinese,117,Easy
834,Fish Tacos 834,Indian,89,Easy
835,Garlic Noodles 835,Mexican,80,Hard
836,Mushroom Risotto 836,American,106,Medium
837,Chicken Curry 837,Italian,119,Hard
838,Vegetable Curry 838,Greek,104,Easy
839,Cheese Pizza 839,Mexican,103,Easy
840,Fish Tacos 840,Chinese,70,Hard
841,Pasta Alfredo 841,Italian,84,Hard
842,BBQ Chicken 842,Italian,104,Medium
843,Beef Stir Fry 843,Mexican,97,Easy
844,Vegetable Curry 844,British,89,Medium
845,Chicken Alfredo 845,Mexican,20,Easy
846,Chicken Alfredo 846,British,88,Hard
847,Vegetable Curry 847,Indian,14,Hard
848,Mushroom Risotto 848,Mexican,51,Easy
849,Vegetable Soup 849,American,54,Hard
850,Pasta Alfredo 850,French,60,Medium
851,Grilled Salmon 851,British,101,Easy
852,Pasta Alfredo 852,Mexican,66,Medium
853,Garlic Noodles 853,French,94,Hard
854,Pasta Alfredo 854,Chinese,20,Medium
855,Beef Burger 855,Mexican,24,Hard
856,Chicken Curry 856,Greek,80,Easy
857,Garlic Noodles 857,Thai,54,Easy
858,Vegetable Curry 858,American,14,Easy
859,Beef Stir Fry 859,Japanese,80,Medium
860,Garlic Noodles 860,French,96,Hard
861,Vegetable Soup 861,Thai,28,Hard
862,Cheese Pizza 862,French,105,Easy
863,Pasta Alfredo 863,Indian,113,Medium
864,Cheese Pizza 864,Thai,93,Hard
865,Tomato Pasta 865,Indian,23,Hard
866,Fish Tacos 866,Indian,108,Easy
867,BBQ Chicken 867,Japanese,79,Hard
868,Grilled Salmon 868,American,96,Medium
869,Tomato Pasta 869,French,19,Medium
870,Tomato Pasta 870,French,58,Medium
871,Grilled Salmon 871,Mexican,30,Hard
872,Tomato Pasta 872,Japanese,18,Hard
873,Fried Rice 873,Japanese,13,Medium
874,Beef Stir Fry 874,French,50,Hard
875,BBQ Chicken 875,French,119,Medium
876,Mushroom Risotto 876,British,117,Hard
877,Fried Rice 877,British,80,Medium
878,Beef Stir Fry 878,Thai,62,Hard
879,Fried Rice 879,Mexican,71,Hard
880,Beef Stir Fry 880,American,109,Medium
881,BBQ Chicken 881,French,87,Easy
882,Egg Fried Rice 882,Indian,68,Easy
883,Grilled Salmon 883,French,87,Easy
884,Fish Tacos 884,Mexican,115,Easy
885,Chicken Alfredo 885,Japanese,18,Medium
886,Beef Stir Fry 886,Greek,54,Easy
887,Tomato Pasta 887,Italian,93,Medium
888,Tomato Pasta 888,Italian,83,Easy
889,Pasta Alfredo 889,French,104,Medium
890,Chicken Alfredo 890,Greek,93,Hard
891,Vegetable Curry 891,American,99,Easy
892,Cheese Pizza 892,Indian,90,Medium
893,Pasta Alfredo 893,British,100,Hard
894,Pasta Alfredo 894,Indian,94,Hard
895,Grilled Salmon 895,Chinese,47,Hard
896,BBQ Chicken 896,Italian,99,Hard
897,BBQ Chicken 897,Greek,20,Medium
898,Vegetable Soup 898,Thai,85,Easy
899,Fried Rice 899,Mexican,49,Medium
900,Vegetable Soup 900,Mexican,102,Easy
901,Tomato Pasta 901,Thai,14,Medium
902,Beef Stir Fry 902,American,104,Easy
903,Cheese Pizza 903,Mexican,112,Hard
904,Egg Fried Rice 904,Indian,54,Medium
905,Cheese Pizza 905,French,64,Hard
906,Pasta Alfredo 906,French,117,Easy
907,Fried Rice 907,French,25,Easy
908,Lamb Stew 908,Chinese,114,Easy
909,Garlic Noodles 909,Italian,45,Easy
910,BBQ Chicken 910,Indian,25,Easy
911,Chicken Alfredo 911,American,23,Hard
912,Pasta Alfredo 912,French,76,Hard
913,Vegetable Soup 913,American,84,Hard
914,Egg Fried Rice 914,American,111,Easy
915,Vegetable Curry 915,Chinese,94,Hard
916,Chicken Alfredo 916,American,119,Easy
917,Egg Fried Rice 917,Thai,61,Easy
918,Mushroom Risotto 918,Italian,38,Hard
919,Vegetable Curry 919,British,108,Hard
920,BBQ Chicken 920,Greek,116,Medium
921,Fish Tacos 921,Italian,105,Medium
922,Egg Fried Rice 922,Mexican,93,Medium
923,Fish Tacos 923,Indian,50,Medium
924,Vegetable Curry 924,Mexican,39,Easy
925,Lamb Stew 925,Greek,67,Hard
926,Pasta Alfredo 926,Indian,97,Medium
927,Garlic Noodles 927,Italian,118,Medium
928,Garlic Noodles 928,Thai,28,Medium
929,Pasta Alfredo 929,Italian,76,Medium
930,Pasta Alfredo 930,Indian,12,Hard
931,Mushroom Risotto 931,Greek,15,Easy
932,Fried Rice 932,French,42,Medium
933,Egg Fried Rice 933,American,112,Hard
934,Lamb Stew 934,Mexican,94,Hard
935,Cheese Pizza 935,Mexican,10,Medium
936,Vegetable Soup 936,British,64,Easy
937,Grilled Salmon 937,Mexican,69,Hard
938,Cheese Pizza 938,Mexican,106,Hard
939,Fried Rice 939,Japanese,64,Easy
940,Beef Stir Fry 940,Chinese,42,Easy
941,Egg Fried Rice 941,Indian,44,Medium
942,Vegetable Soup 942,French,100,Hard
943,Grilled Salmon 943,Italian,70,Medium
944,Pasta Alfredo 944,British,43,Easy
945,Tomato Pasta 945,British,20,Easy
946,Vegetable Soup 946,Greek,55,Easy
947,Tomato Pasta 947,French,51,Medium
948,BBQ Chicken 948,Thai,109,Medium
949,Fish Tacos 949,Mexican,55,Easy
950,Egg Fried Rice 950,Japanese,14,Medium
951,Vegetable Soup 951,British,80,Hard
952,Mushroom Risotto 952,Chinese,57,Hard
953,Pasta Alfredo 953,French,117,Hard
954,Grilled Salmon 954,Japanese,50,Hard
955,Beef Burger 955,Chinese,43,Hard
956,Beef Stir Fry 956,Indian,116,Easy
957,Vegetable Soup 957,Indian,23,Medium
958,Beef Burger 958,Italian,72,Medium
959,Beef Stir Fry 959,Mexican,84,Easy
960,Tomato Pasta 960,British,42,Medium
961,Vegetable Curry 961,Indian,78,Easy
962,Egg Fried Rice 962,Mexican,10,Medium
963,Grilled Salmon 963,Italian,31,Hard
964,Grilled Salmon 964,American,25,Hard
965,Chicken Curry 965,Thai,28,Easy
966,Grilled Salmon 966,Italian,54,Easy
967,Lamb Stew 967,Thai,90,Easy
968,Chicken Curry 968,American,82,Easy
969,Fish Tacos 969,French,112,Medium
970,Grilled Salmon 970,Greek,68,Medium
971,Garlic Noodles 971,Italian,112,Hard
972,Chicken Alfredo 972,American,99,Easy
973,Egg Fried Rice 973,Greek,13,Hard
974,Cheese Pizza 974,American,80,Easy
975,Garlic Noodles 975,Mexican,32,Medium
976,Tomato Pasta 976,American,22,Easy
977,Cheese Pizza 977,Greek,28,Hard
978,Beef Stir Fry 978,Greek,36,Medium
979,Vegetable Soup 979,Chinese,91,Medium
980,Tomato Pasta 980,Japanese,32,Hard
981,BBQ Chicken 981,Indian,105,Easy
982,Garlic Noodles 982,Japanese,18,Hard
983,Beef Stir Fry 983,British,98,Medium
984,Lamb Stew 984,Japanese,106,Easy
985,Fried Rice 985,Japanese,90,Hard
986,BBQ Chicken 986,American,11,Hard
987,Beef Burger 987,Chinese,106,Medium
988,Beef Stir Fry 988,Italian,107,Hard
989,Vegetable Soup 989,French,107,Hard
990,Vegetable Curry 990,British,81,Easy
991,Lamb Stew 991,Japanese,70,Hard
992,Tomato Pasta 992,British,69,Hard
993,Vegetable Soup 993,French,37,Medium
994,BBQ Chicken 994,Japanese,20,Medium
995,Tomato Pasta 995,American,47,Easy
996,Mushroom Risotto 996,Italian,21,Hard
997,Tomato Pasta 997,Chinese,34,Easy
998,Beef Stir Fry 998,Mexican,71,Hard
999,Chicken Alfredo 999,Japanese,78,Hard
1000,Grilled Salmon 1000,British,71,Hard
