ingredient_id,recipe_id,ingredient_name,quantity,unit
979,159,Pepper,1,tsp
980,160,Egg,1,pieces
981,160,Rice,396,g
982,160,Salt,2,tsp
983,160,Cheese,394,g
984,160,Chicken,777,g
985,160,Cream,421,ml
986,160,Butter,409,g
987,161,Olive Oil,4,tbsp
988,161,Tomato,5,pieces
989,161,Butter,353,g
990,161,Salt,2,tsp
991,161,Garlic,1,cloves
992,161,Potato,5,pieces
993,161,Egg,6,pieces
994,162,Olive Oil,2,tbsp
995,162,Soy Sauce,1,tbsp
996,162,Egg,2,pieces
997,162,Cheese,127,g
998,162,Milk,338,ml
999,162,Carrot,2,pieces
1000,163,Onion,2,pieces
1001,163,Chicken,183,g
1002,163,Butter,324,g
1003,163,Rice,170,g
1004,164,Chili Powder,2,tsp
1005,164,Soy Sauce,1,tbsp
1006,164,Pepper,3,tsp
1007,164,Garlic,1,cloves
1008,164,Beef,703,g
1009,164,Cream,89,ml
1010,164,Pasta,140,g
1011,165,Chicken,427,g
1012,165,Cream,262,ml
1013,165,Mushroom,55,g
1014,165,Tomato,9,pieces
1015,165,Beef,296,g
1016,165,Egg,9,pieces
1017,165,Pepper,1,tsp
1018,166,Butter,258,g
1019,166,Tomato,8,pieces
1020,166,Olive Oil,5,tbsp
1021,166,Mushroom,426,g
1022,166,Chicken,559,g
1023,166,Cheese,230,g
1024,167,Butter,512,g
1025,167,Tomato,4,pieces
1026,167,Chicken,392,g
1027,167,Pasta,202,g
1028,167,Carrot,3,pieces
1029,167,Soy Sauce,2,tbsp
1030,167,Cheese,586,g
1031,168,Soy Sauce,5,tbsp
1032,168,Chili Powder,1,tsp
1033,168,Chicken,672,g
1034,168,Butter,781,g
1035,168,Tomato,3,pieces
1036,168,Olive Oil,2,tbsp
1037,168,Cheese,117,g
1038,168,Garlic,3,cloves
1039,169,Pepper,2,tsp
1040,169,Tomato,2,pieces
1041,169,Pasta,260,g
1042,169,Potato,8,pieces
1043,169,Chili Powder,3,tsp
1044,169,Soy Sauce,2,tbsp
1045,169,Salt,1,tsp
1046,170,Garlic,2,cloves
1047,170,Chili Powder,3,tsp
1048,170,Tomato,5,pieces
1049,170,Mushroom,415,g
1050,171,Milk,287,ml
1051,171,Chili Powder,1,tsp
1052,171,Olive Oil,4,tbsp
1053,171,Salt,1,tsp
1054,171,Butter,297,g
1055,172,Beef,128,g
1056,172,Soy Sauce,3,tbsp
1057,172,Chili Powder,2,tsp
1058,172,Onion,7,pieces
1059,172,Chicken,141,g
1060,172,Pasta,367,g
1061,172,Rice,165,g
1062,173,Butter,508,g
1063,173,Potato,8,pieces
1064,173,Rice,157,g
1065,173,Mushroom,622,g
1066,174,Garlic,2,cloves
1067,174,Carrot,6,pieces
1068,174,Mushroom,326,g
1069,174,Cheese,76,g
1070,174,Chicken,254,g
1071,174,Salt,3,tsp
1072,174,Potato,3,pieces
1073,175,Rice,712,g
1074,175,Cream,432,ml
1075,175,Pasta,431,g
1076,175,Olive Oil,2,tbsp
1077,175,Chicken,313,g
1078,175,Mushroom,370,g
1079,176,Cheese,113,g
1080,176,Soy Sauce,2,tbsp
1081,176,Butter,335,g
1082,176,Egg,1,pieces
1083,176,Carrot,1,pieces
1084,176,Pasta,334,g
1085,177,Beef,560,g
1086,177,Garlic,2,cloves
1087,177,Pepper,3,tsp
1088,177,Tomato,2,pieces
1089,178,Onion,2,pieces
1090,178,Tomato,4,pieces
1091,178,Butter,284,g
1092,178,Olive Oil,5,tbsp
1093,178,Beef,219,g
1094,178,Soy Sauce,5,tbsp
1095,179,Salt,3,tsp
1096,179,Beef,519,g
1097,179,Pasta,225,g
1098,179,Chicken,196,g
1099,179,Soy Sauce,5,tbsp
1100,179,Egg,1,pieces
1101,180,Butter,412,g
1102,180,Pepper,1,tsp
1103,180,Chicken,334,g
1104,180,Tomato,5,pieces
1105,180,Soy Sauce,2,tbsp
1106,180,Beef,457,g
1107,180,Chili Powder,2,tsp
1108,181,Olive Oil,4,tbsp
1109,181,Egg,2,pieces
1110,181,Chicken,565,g
1111,181,Chili Powder,1,tsp
1112,182,Beef,210,g
1113,182,Chicken,122,g
1114,182,Carrot,2,pieces
1115,182,Egg,8,pieces
1116,182,Milk,340,ml
1117,182,Garlic,1,cloves
1118,182,Mushroom,412,g
1119,182,Cream,217,ml
1120,183,Carrot,2,pieces
1121,183,Garlic,3,cloves
1122,183,Cheese,325,g
1123,183,Soy Sauce,5,tbsp
1124,183,Chicken,110,g
1125,183,Salt,3,tsp
1126,184,Soy Sauce,5,tbsp
1127,184,Potato,8,pieces
1128,184,Milk,213,ml
1129,184,Pepper,1,tsp
1130,185,Soy Sauce,2,tbsp
1131,185,Salt,1,tsp
1132,185,Cheese,628,g
1133,185,Cream,134,ml
1134,185,Potato,9,pieces
1135,185,Butter,51,g
1136,185,Egg,3,pieces
1137,185,Olive Oil,2,tbsp
1138,186,Chili Powder,1,tsp
1139,186,Potato,7,pieces
1140,186,Beef,766,g
1141,186,Rice,484,g
1142,187,Carrot,5,pieces
1143,187,Cheese,230,g
1144,187,Potato,9,pieces
1145,187,Tomato,1,pieces
1146,187,Butter,550,g
1147,188,Garlic,2,cloves
1148,188,Soy Sauce,1,tbsp
1149,188,Milk,486,ml
1150,188,Pasta,545,g
1151,188,Salt,3,tsp
1152,188,Tomato,10,pieces
1153,189,Tomato,6,pieces
1154,189,Rice,377,g
1155,189,Cheese,173,g
1156,189,Pasta,128,g
1157,189,Pepper,1,tsp
1158,189,Beef,696,g
1159,190,Potato,6,pieces
1160,190,Chili Powder,1,tsp
1161,190,Tomato,1,pieces
1162,190,Mushroom,630,g
1163,191,Soy Sauce,4,tbsp
1164,191,Cream,209,ml
1165,191,Chicken,499,g
1166,191,Olive Oil,1,tbsp
1167,191,Pepper,2,tsp
1168,191,Egg,2,pieces
1169,192,Milk,432,ml
1170,192,Mushroom,709,g
1171,192,Soy Sauce,3,tbsp
1172,192,Onion,9,pieces
1173,193,Chicken,716,g
1174,193,Potato,8,pieces
1175,193,Rice,254,g
1176,193,Garlic,3,cloves
1177,193,Pasta,353,g
1178,193,Salt,1,tsp
1179,193,Pepper,3,tsp
1180,194,Rice,762,g
1181,194,Pasta,89,g
1182,194,Beef,179,g
1183,194,Garlic,1,cloves
1184,194,Soy Sauce,4,tbsp
1185,194,Potato,4,pieces
1186,194,Chili Powder,3,tsp
1187,194,Olive Oil,3,tbsp
1188,195,Milk,242,ml
1189,195,Salt,3,tsp
1190,195,Pasta,273,g
1191,195,Butter,130,g
1192,196,Butter,117,g
1193,196,Cheese,685,g
1194,196,Beef,131,g
1195,196,Olive Oil,5,tbsp
1196,196,Chili Powder,2,tsp
1197,196,Tomato,8,pieces
1198,196,Soy Sauce,3,tbsp
1199,196,Chicken,689,g
1200,197,Butter,485,g
1201,197,Olive Oil,5,tbsp
1202,197,Tomato,9,pieces
1203,197,Milk,132,ml
1204,197,Onion,9,pieces
1205,197,Chicken,148,g
1206,198,Beef,294,g
1207,198,Rice,563,g
1208,198,Cheese,620,g
1209,198,Carrot,6,pieces
1210,198,Potato,4,pieces
1211,198,Pasta,564,g
1212,199,Garlic,3,cloves
1213,199,Pasta,577,g
1214,199,Olive Oil,2,tbsp
1215,199,Soy Sauce,2,tbsp
1216,200,Beef,220,g
1217,200,Cheese,208,g
1218,200,Pepper,1,tsp
1219,200,Carrot,8,pieces
1220,200,Onion,7,pieces
1221,200,Rice,254,g
1222,200,Butter,432,g
1223,200,Chicken,209,g
1224,201,Onion,8,pieces
1225,201,Carrot,3,pieces
1226,201,Potato,4,pieces
1227,201,Chili Powder,3,tsp
1228,201,Beef,275,g
1229,201,Cheese,693,g
1230,201,Cream,229,ml
1231,202,Beef,182,g
1232,202,Pepper,2,tsp
1233,202,Onion,3,pieces
1234,202,Rice,252,g
1235,203,Butter,744,g
1236,203,Egg,5,pieces
1237,203,Mushroom,470,g
1238,203,Chili Powder,2,tsp
1239,203,Cheese,307,g
1240,203,Onion,10,pieces
1241,204,Egg,3,pieces
1242,204,Beef,497,g
1243,204,Pasta,321,g
1244,204,Chicken,799,g
1245,204,Rice,434,g
1246,204,Tomato,2,pieces
1247,204,Salt,1,tsp
1248,204,Potato,4,pieces
1249,205,Mushroom,176,g
1250,205,Garlic,3,cloves
1251,205,Rice,505,g
1252,205,Olive Oil,3,tbsp
1253,205,Potato,1,pieces
1254,205,Cheese,197,g
1255,205,Onion,10,pieces
1256,205,Pepper,3,tsp
1257,206,Butter,607,g
1258,206,Olive Oil,1,tbsp
1259,206,Tomato,10,pieces
1260,206,Chicken,643,g
1261,207,Cream,244,ml
1262,207,Cheese,555,g
1263,207,Milk,444,ml
1264,207,Carrot,5,pieces
1265,207,Mushroom,420,g
1266,207,Onion,2,pieces
1267,207,Pasta,324,g
1268,208,Mushroom,476,g
1269,208,Pepper,1,tsp
1270,208,Cream,378,ml
1271,208,Garlic,1,cloves
1272,208,Pasta,354,g
1273,209,Potato,6,pieces
1274,209,Cheese,509,g
1275,209,Olive Oil,2,tbsp
1276,209,Egg,1,pieces
1277,210,Beef,271,g
1278,210,Salt,1,tsp
1279,210,Olive Oil,2,tbsp
1280,210,Cream,475,ml
1281,210,Rice,468,g
1282,210,Chili Powder,2,tsp
1283,211,Chicken,331,g
1284,211,Cheese,392,g
1285,211,Olive Oil,3,tbsp
1286,211,Pasta,505,g
1287,211,Garlic,3,cloves
1288,211,Milk,439,ml
1289,212,Garlic,3,cloves
1290,212,Chicken,694,g
1291,212,Milk,296,ml
1292,212,Soy Sauce,3,tbsp
1293,212,Mushroom,718,g
1294,212,Butter,317,g
1295,213,Egg,1,pieces
1296,213,Olive Oil,5,tbsp
1297,213,Milk,346,ml
1298,213,Potato,3,pieces
1299,213,Salt,3,tsp
1300,213,Cream,255,ml
1301,213,Tomato,3,pieces
1302,213,Soy Sauce,2,tbsp
1303,214,Salt,1,tsp
1304,214,Rice,447,g
1305,214,Potato,10,pieces
1306,214,Cream,290,ml
1307,214,Milk,118,ml
1308,214,Egg,5,pieces
1309,215,Pasta,293,g
1310,215,Egg,10,pieces
1311,215,Beef,451,g
1312,215,Onion,5,pieces
1313,215,Salt,2,tsp
1314,215,Carrot,8,pieces
1315,215,Cream,393,ml
1316,216,Egg,8,pieces
1317,216,Milk,337,ml
1318,216,Cheese,303,g
1319,216,Beef,278,g
1320,216,Pasta,73,g
1321,217,Chili Powder,1,tsp
1322,217,Cream,428,ml
1323,217,Egg,8,pieces
1324,217,Milk,200,ml
1325,217,Potato,6,pieces
1326,217,Olive Oil,2,tbsp
1327,218,Beef,673,g
1328,218,Olive Oil,3,tbsp
1329,218,Pepper,3,tsp
1330,218,Pasta,631,g
1331,219,Chicken,377,g
1332,219,Egg,9,pieces
1333,219,Pasta,358,g
1334,219,Pepper,1,tsp
1335,220,Chicken,337,g
1336,220,Garlic,2,cloves
1337,220,Soy Sauce,2,tbsp
1338,220,Tomato,2,pieces
1339,220,Salt,1,tsp
1340,220,Egg,5,pieces
1341,221,Cream,389,ml
1342,221,Soy Sauce,3,tbsp
1343,221,Rice,740,g
1344,221,Carrot,2,pieces
1345,221,Chili Powder,2,tsp
1346,221,Tomato,4,pieces
1347,221,Pasta,373,g
1348,221,Garlic,2,cloves
1349,222,Pasta,510,g
1350,222,Egg,3,pieces
1351,222,Garlic,2,cloves
1352,222,Chili Powder,1,tsp
1353,223,Chicken,541,g
1354,223,Cheese,198,g
1355,223,Potato,4,pieces
1356,223,Chili Powder,3,tsp
1357,224,Pasta,447,g
1358,224,Beef,331,g
1359,224,Salt,3,tsp
1360,224,Olive Oil,5,tbsp
1361,224,Cream,213,ml
1362,224,Butter,760,g
1363,225,Tomato,6,pieces
1364,225,Potato,6,pieces
1365,225,Chili Powder,3,tsp
1366,225,Beef,663,g
1367,225,Pepper,3,tsp
1368,225,Butter,285,g
1369,226,Potato,6,pieces
1370,226,Mushroom,87,g
1371,226,Soy Sauce,1,tbsp
1372,226,Chili Powder,1,tsp
1373,227,Soy Sauce,1,tbsp
1374,227,Butter,747,g
1375,227,Cheese,93,g
1376,227,Olive Oil,3,tbsp
1377,227,Egg,3,pieces
1378,227,Rice,561,g
1379,228,Olive Oil,5,tbsp
1380,228,Butter,743,g
1381,228,Beef,117,g
1382,228,Cheese,97,g
1383,228,Carrot,8,pieces
1384,228,Mushroom,571,g
1385,228,Pepper,2,tsp
1386,228,Garlic,1,cloves
1387,229,Garlic,3,cloves
1388,229,Rice,533,g
1389,229,Cheese,363,g
1390,229,Salt,3,tsp
1391,230,Chicken,368,g
1392,230,Egg,7,pieces
1393,230,Olive Oil,5,tbsp
1394,230,Garlic,1,cloves
1395,230,Onion,3,pieces
1396,230,Rice,251,g
1397,230,Tomato,4,pieces
1398,230,Salt,2,tsp
1399,231,Chili Powder,2,tsp
1400,231,Beef,88,g
1401,231,Mushroom,579,g
1402,231,Olive Oil,4,tbsp
1403,231,Pasta,686,g
1404,231,Carrot,5,pieces
1405,232,Mushroom,231,g
1406,232,Salt,2,tsp
1407,232,Pasta,716,g
1408,232,Cheese,703,g
1409,232,Olive Oil,4,tbsp
1410,233,Salt,1,tsp
1411,233,Carrot,2,pieces
1412,233,Butter,544,g
1413,233,Olive Oil,2,tbsp
1414,233,Beef,87,g
1415,233,Onion,1,pieces
1416,233,Milk,288,ml
1417,233,Soy Sauce,2,tbsp
1418,234,Mushroom,758,g
1419,234,Tomato,6,pieces
1420,234,Rice,751,g
1421,234,Pasta,377,g
1422,234,Egg,6,pieces
1423,234,Chili Powder,1,tsp
1424,235,Chicken,289,g
1425,235,Cream,261,ml
1426,235,Pasta,436,g
1427,235,Potato,9,pieces
1428,235,Butter,133,g
1429,235,Chili Powder,2,tsp
1430,236,Milk,195,ml
1431,236,Carrot,8,pieces
1432,236,Garlic,3,cloves
1433,236,Chili Powder,1,tsp
1434,237,Mushroom,779,g
1435,237,Tomato,9,pieces
1436,237,Pepper,1,tsp
1437,237,Cheese,200,g
1438,237,Egg,8,pieces
1439,237,Rice,677,g
1440,238,Potato,4,pieces
1441,238,Pasta,645,g
1442,238,Pepper,3,tsp
1443,238,Chicken,476,g
1444,238,Butter,436,g
1445,239,Garlic,3,cloves
1446,239,Pasta,279,g
1447,239,Soy Sauce,4,tbsp
1448,239,Onion,9,pieces
1449,239,Egg,10,pieces
1450,239,Olive Oil,4,tbsp
1451,239,Butter,527,g
1452,239,Cream,250,ml
1453,240,Chili Powder,2,tsp
1454,240,Olive Oil,3,tbsp
1455,240,Cheese,477,g
1456,240,Beef,495,g
1457,240,Egg,2,pieces
1458,240,Salt,2,tsp
1459,241,Rice,622,g
1460,241,Potato,6,pieces
1461,241,Cream,169,ml
1462,241,Onion,3,pieces
1463,241,Mushroom,266,g
1464,242,Potato,4,pieces
1465,242,Tomato,4,pieces
1466,242,Butter,510,g
1467,242,Chili Powder,2,tsp
1468,243,Chicken,441,g
1469,243,Pasta,438,g
1470,243,Pepper,1,tsp
1471,243,Mushroom,253,g
1472,244,Chicken,488,g
1473,244,Soy Sauce,3,tbsp
1474,244,Rice,636,g
1475,244,Milk,460,ml
1476,244,Salt,2,tsp
1477,245,Garlic,3,cloves
1478,245,Soy Sauce,1,tbsp
1479,245,Potato,9,pieces
1480,245,Salt,3,tsp
1481,245,Pepper,3,tsp
1482,245,Tomato,6,pieces
1483,245,Pasta,58,g
1484,246,Carrot,6,pieces
1485,246,Onion,3,pieces
1486,246,Milk,177,ml
1487,246,Cream,189,ml
1488,246,Pasta,173,g
1489,246,Pepper,2,tsp
1490,247,Olive Oil,1,tbsp
1491,247,Mushroom,494,g
1492,247,Milk,410,ml
1493,247,Cheese,495,g
1494,247,Pasta,573,g
1495,247,Potato,5,pieces
1496,247,Onion,3,pieces
1497,247,Chicken,706,g
1498,248,Beef,100,g
1499,248,Milk,176,ml
1500,248,Egg,8,pieces
1501,248,Mushroom,491,g
1502,248,Rice,543,g
1503,248,Potato,8,pieces
1504,248,Carrot,3,pieces
1505,249,Pasta,444,g
1506,249,Butter,102,g
1507,249,Chicken,211,g
1508,249,Soy Sauce,4,tbsp
1509,250,Soy Sauce,2,tbsp
1510,250,Egg,5,pieces
1511,250,Salt,2,tsp
1512,250,Milk,442,ml
1513,250,Carrot,6,pieces
1514,250,Pasta,596,g
1515,251,Mushroom,534,g
1516,251,Pasta,666,g
1517,251,Cheese,315,g
1518,251,Tomato,1,pieces
1519,251,Garlic,1,cloves
1520,251,Soy Sauce,2,tbsp
1521,251,Chili Powder,3,tsp
1522,252,Salt,1,tsp
1523,252,Milk,235,ml
1524,252,Mushroom,588,g
1525,252,Tomato,8,pieces
1526,252,Butter,153,g
1527,252,Egg,8,pieces
1528,253,Salt,2,tsp
1529,253,Pasta,612,g
1530,253,Cheese,556,g
1531,253,Pepper,3,tsp
1532,253,Potato,4,pieces
1533,254,Pasta,103,g
1534,254,Soy Sauce,5,tbsp
1535,254,Butter,187,g
1536,254,Pepper,1,tsp
1537,255,Rice,710,g
1538,255,Soy Sauce,1,tbsp
1539,255,Pepper,2,tsp
1540,255,Cheese,52,g
1541,255,Mushroom,583,g
1542,256,Egg,7,pieces
1543,256,Salt,1,tsp
1544,256,Garlic,1,cloves
1545,256,Beef,550,g
1546,256,Chili Powder,1,tsp
1547,256,Rice,410,g
1548,256,Milk,494,ml
1549,257,Cheese,150,g
1550,257,Cream,474,ml
1551,257,Rice,97,g
1552,257,Tomato,1,pieces
1553,257,Soy Sauce,4,tbsp
1554,258,Butter,687,g
1555,258,Chili Powder,3,tsp
1556,258,Tomato,10,pieces
1557,258,Salt,3,tsp
1558,259,Egg,3,pieces
1559,259,Chili Powder,1,tsp
1560,259,Potato,8,pieces
1561,259,Milk,180,ml
1562,259,Chicken,71,g
1563,260,Cheese,154,g
1564,260,Carrot,5,pieces
1565,260,Chicken,193,g
1566,260,Olive Oil,3,tbsp
1567,260,Pepper,2,tsp
1568,260,Tomato,5,pieces
1569,260,Chili Powder,3,tsp
1570,261,Carrot,7,pieces
1571,261,Pasta,746,g
1572,261,Salt,3,tsp
1573,261,Mushroom,210,g
1574,261,Potato,6,pieces
1575,261,Cream,286,ml
1576,262,Chili Powder,1,tsp
1577,262,Carrot,4,pieces
1578,262,Mushroom,648,g
1579,262,Tomato,9,pieces
1580,262,Milk,220,ml
1581,262,Garlic,3,cloves
1582,262,Onion,10,pieces
1583,263,Onion,6,pieces
1584,263,Pasta,786,g
1585,263,Olive Oil,3,tbsp
1586,263,Tomato,10,pieces
1587,264,Rice,768,g
1588,264,Potato,3,pieces
1589,264,Cream,88,ml
1590,264,Garlic,3,cloves
1591,264,Pasta,328,g
1592,265,Butter,409,g
1593,265,Rice,411,g
1594,265,Beef,59,g
1595,265,Cream,326,ml
1596,265,Soy Sauce,1,tbsp
1597,266,Mushroom,636,g
1598,266,Pasta,525,g
1599,266,Egg,3,pieces
1600,266,Chicken,678,g
1601,266,Milk,270,ml
1602,266,Cheese,352,g
1603,266,Butter,353,g
1604,266,Rice,591,g
1605,267,Butter,614,g
1606,267,Chicken,528,g
1607,267,Rice,203,g
1608,267,Milk,97,ml
1609,267,Soy Sauce,4,tbsp
1610,268,Rice,185,g
1611,268,Pepper,1,tsp
1612,268,Pasta,372,g
1613,268,Olive Oil,1,tbsp
1614,268,Garlic,1,cloves
1615,268,Tomato,2,pieces
1616,269,Milk,462,ml
1617,269,Chicken,494,g
1618,269,Soy Sauce,4,tbsp
1619,269,Chili Powder,3,tsp
1620,269,Egg,2,pieces
1621,269,Mushroom,131,g
1622,269,Onion,1,pieces
1623,270,Butter,284,g
1624,270,Garlic,2,cloves
1625,270,Salt,3,tsp
1626,270,Chili Powder,2,tsp
1627,270,Beef,283,g
1628,270,Onion,6,pieces
1629,271,Cheese,98,g
1630,271,Garlic,3,cloves
1631,271,Chicken,627,g
1632,271,Butter,310,g
1633,272,Egg,8,pieces
1634,272,Onion,1,pieces
1635,272,Soy Sauce,5,tbsp
1636,272,Salt,2,tsp
1637,272,Chicken,575,g
1638,272,Tomato,6,pieces
1639,272,Milk,234,ml
1640,272,Pepper,2,tsp
1641,273,Cheese,125,g
1642,273,Carrot,6,pieces
1643,273,Tomato,6,pieces
1644,273,Mushroom,630,g
1645,273,Chili Powder,3,tsp
1646,273,Garlic,1,cloves
1647,274,Soy Sauce,3,tbsp
1648,274,Egg,3,pieces
1649,274,Chicken,171,g
1650,274,Cream,317,ml
1651,274,Tomato,1,pieces
1652,274,Chili Powder,3,tsp
1653,274,Pasta,285,g
1654,275,Chili Powder,1,tsp
1655,275,Beef,384,g
1656,275,Cheese,655,g
1657,275,Garlic,1,cloves
1658,275,Potato,10,pieces
1659,275,Butter,68,g
1660,275,Carrot,8,pieces
1661,276,Cheese,555,g
1662,276,Soy Sauce,1,tbsp
1663,276,Milk,388,ml
1664,276,Beef,199,g
1665,276,Pasta,726,g
1666,276,Chicken,430,g
1667,277,Garlic,1,cloves
1668,277,Pasta,63,g
1669,277,Chili Powder,1,tsp
1670,277,Egg,9,pieces
1671,277,Onion,2,pieces
1672,277,Cream,319,ml
1673,277,Rice,460,g
1674,277,Carrot,8,pieces
1675,278,Milk,192,ml
1676,278,Butter,768,g
1677,278,Soy Sauce,4,tbsp
1678,278,Onion,5,pieces
1679,278,Salt,2,tsp
1680,279,Carrot,5,pieces
1681,279,Chicken,541,g
1682,279,Tomato,8,pieces
1683,279,Pasta,213,g
1684,279,Garlic,2,cloves
1685,280,Chicken,703,g
1686,280,Olive Oil,1,tbsp
1687,280,Egg,5,pieces
1688,280,Pepper,3,tsp
1689,280,Rice,422,g
1690,280,Potato,6,pieces
1691,280,Milk,232,ml
1692,281,Rice,798,g
1693,281,Beef,735,g
1694,281,Mushroom,142,g
1695,281,Pepper,1,tsp
1696,282,Chicken,779,g
1697,282,Potato,4,pieces
1698,282,Butter,74,g
1699,282,Olive Oil,5,tbsp
1700,282,Onion,5,pieces
1701,282,Garlic,3,cloves
1702,282,Beef,117,g
1703,283,Soy Sauce,1,tbsp
1704,283,Egg,10,pieces
1705,283,Onion,2,pieces
1706,283,Carrot,1,pieces
1707,283,Rice,450,g
1708,283,Potato,1,pieces
1709,283,Salt,3,tsp
1710,284,Chicken,151,g
1711,284,Pepper,2,tsp
1712,284,Rice,285,g
1713,284,Cream,237,ml
1714,284,Olive Oil,5,tbsp
1715,284,Egg,10,pieces
1716,284,Potato,8,pieces
1717,285,Cheese,488,g
1718,285,Cream,295,ml
1719,285,Pepper,1,tsp
1720,285,Potato,1,pieces
1721,285,Mushroom,539,g
1722,285,Soy Sauce,5,tbsp
1723,286,Olive Oil,4,tbsp
1724,286,Carrot,4,pieces
1725,286,Tomato,7,pieces
1726,286,Onion,6,pieces
1727,286,Soy Sauce,2,tbsp
1728,286,Cheese,61,g
1729,286,Chili Powder,1,tsp
1730,287,Egg,9,pieces
1731,287,Pasta,462,g
1732,287,Onion,2,pieces
1733,287,Pepper,3,tsp
1734,287,Soy Sauce,4,tbsp
1735,288,Garlic,1,cloves
1736,288,Pepper,3,tsp
1737,288,Cream,179,ml
1738,288,Egg,6,pieces
1739,289,Chicken,129,g
1740,289,Cream,337,ml
1741,289,Butter,411,g
1742,289,Olive Oil,3,tbsp
1743,290,Pasta,663,g
1744,290,Chicken,562,g
1745,290,Carrot,4,pieces
1746,290,Rice,288,g
1747,290,Potato,3,pieces
1748,290,Tomato,6,pieces
1749,290,Olive Oil,1,tbsp
1750,291,Chili Powder,2,tsp
1751,291,Butter,612,g
1752,291,Cream,402,ml
1753,291,Milk,300,ml
1754,291,Beef,691,g
1755,291,Garlic,2,cloves
1756,291,Olive Oil,1,tbsp
1757,292,Chicken,361,g
1758,292,Salt,2,tsp
1759,292,Cream,210,ml
1760,292,Milk,498,ml
1761,292,Soy Sauce,5,tbsp
1762,292,Carrot,5,pieces
1763,292,Beef,785,g
1764,292,Pasta,505,g
1765,293,Tomato,4,pieces
1766,293,Milk,252,ml
1767,293,Pasta,107,g
1768,293,Butter,710,g
1769,293,Chili Powder,1,tsp
1770,293,Cheese,440,g
1771,293,Potato,8,pieces
1772,294,Cheese,679,g
1773,294,Beef,689,g
1774,294,Egg,6,pieces
1775,294,Garlic,1,cloves
1776,294,Salt,3,tsp
1777,294,Pasta,530,g
1778,295,Cream,152,ml
1779,295,Onion,3,pieces
1780,295,Carrot,6,pieces
1781,295,Egg,2,pieces
1782,295,Pasta,449,g
1783,295,Potato,5,pieces
1784,296,Soy Sauce,4,tbsp
1785,296,Chicken,425,g
1786,296,Egg,8,pieces
1787,296,Rice,554,g
1788,296,Butter,86,g
1789,296,Cheese,595,g
1790,296,Pepper,3,tsp
1791,296,Cream,169,ml
1792,297,Butter,390,g
1793,297,Chicken,553,g
1794,297,Salt,1,tsp
1795,297,Cheese,762,g
1796,297,Chili Powder,1,tsp
1797,297,Cream,336,ml
1798,297,Onion,6,pieces
1799,298,Carrot,4,pieces
1800,298,Chicken,335,g
1801,298,Salt,3,tsp
1802,298,Egg,7,pieces
1803,298,Onion,6,pieces
1804,298,Olive Oil,5,tbsp
1805,298,Tomato,10,pieces
1806,298,Beef,593,g
1807,299,Cream,131,ml
1808,299,Beef,164,g
1809,299,Carrot,8,pieces
1810,299,Rice,736,g
1811,299,Tomato,9,pieces
1812,299,Milk,214,ml
1813,299,Pepper,2,tsp
1814,299,Chicken,718,g
1815,300,Cream,136,ml
1816,300,Potato,1,pieces
1817,300,Pepper,2,tsp
1818,300,Chicken,626,g
1819,300,Chili Powder,3,tsp
1820,300,Cheese,593,g
1821,300,Milk,329,ml
1822,301,Rice,242,g
1823,301,Cheese,758,g
1824,301,Butter,599,g
1825,301,Olive Oil,3,tbsp
1826,301,Egg,10,pieces
1827,301,Carrot,1,pieces
1828,302,Mushroom,714,g
1829,302,Beef,622,g
1830,302,Carrot,3,pieces
1831,302,Chili Powder,2,tsp
1832,302,Potato,5,pieces
1833,302,Chicken,264,g
1834,303,Tomato,10,pieces
1835,303,Egg,10,pieces
1836,303,Cream,232,ml
1837,303,Carrot,7,pieces
1838,304,Carrot,1,pieces
1839,304,Beef,456,g
1840,304,Chili Powder,2,tsp
1841,304,Chicken,186,g
1842,304,Potato,1,pieces
1843,304,Cheese,445,g
1844,304,Pasta,776,g
1845,305,Butter,582,g
1846,305,Carrot,10,pieces
1847,305,Pasta,289,g
1848,305,Milk,288,ml
1849,305,Cheese,785,g
1850,305,Chili Powder,3,tsp
1851,305,Chicken,699,g
1852,305,Tomato,4,pieces
1853,306,Cheese,672,g
1854,306,Egg,7,pieces
1855,306,Onion,8,pieces
1856,306,Mushroom,650,g
1857,307,Garlic,3,cloves
1858,307,Rice,764,g
1859,307,Pepper,1,tsp
1860,307,Butter,309,g
1861,307,Cheese,177,g
1862,307,Chili Powder,2,tsp
1863,307,Cream,125,ml
1864,308,Garlic,3,cloves
1865,308,Pepper,1,tsp
1866,308,Olive Oil,3,tbsp
1867,308,Onion,2,pieces
1868,308,Milk,196,ml
1869,308,Cream,411,ml
1870,309,Chicken,620,g
1871,309,Pasta,176,g
1872,309,Cheese,114,g
1873,309,Cream,396,ml
1874,309,Butter,752,g
1875,309,Egg,6,pieces
1876,309,Salt,2,tsp
1877,309,Garlic,1,cloves
1878,310,Pasta,406,g
1879,310,Soy Sauce,5,tbsp
1880,310,Cream,265,ml
1881,310,Mushroom,51,g
1882,310,Tomato,10,pieces
1883,310,Pepper,1,tsp
1884,311,Milk,435,ml
1885,311,Cheese,784,g
1886,311,Rice,678,g
1887,311,Olive Oil,2,tbsp
1888,312,Cheese,390,g
1889,312,Chili Powder,3,tsp
1890,312,Chicken,341,g
1891,312,Garlic,3,cloves
1892,313,Salt,2,tsp
1893,313,Chicken,457,g
1894,313,Pasta,167,g
1895,313,Tomato,6,pieces
1896,313,Chili Powder,2,tsp
